Fire_Date,Fire_Time,Source_Type,Lat,Lon,State,District,Circle,Division,Range,Block,Beat,Compartment_No
2026-02-08,13:59:52,SNPP,19.77364,84.57544,ODISHA,GANJAM,BERHAMPUR CIRCLE,GHUMSUR NORTH DIVISION,CENTRAL RANGE,CENTRAL BLOCK,DUMUDUMI BEAT,
2026-02-08,13:59:52,SNPP,19.77364,84.57544,ODISHA,GANJAM,BERHAMPUR CIRCLE,GHUMSUR NORTH DIVISION,CENTRAL RANGE,CENTRAL BLOCK,VINJAGIRI BEAT,
2026-02-08,13:59:52,SNPP,19.78692,82.25908,ODISHA,NABARANGAPUR,KORAPUT CIRCLE,NABARANGPUR DIVISION,UMERKOTE RANGE,UMERKOTE BLOCK,TOHORA BEAT,
2026-02-08,13:59:52,SNPP,19.78887,82.25806,ODISHA,NABARANGAPUR,KORAPUT CIRCLE,NABARANGPUR DIVISION,UMERKOTE RANGE,UMERKOTE BLOCK,TOHORA BEAT,
2026-02-08,13:59:52,SNPP,19.81512,82.29321,ODISHA,NABARANGAPUR,KORAPUT CIRCLE,NABARANGPUR DIVISION,UMERKOTE RANGE,UMERKOTE BLOCK,TOHORA BEAT,
2026-02-08,13:59:52,SNPP,19.85941,82.2756,ODISHA,NABARANGAPUR,KORAPUT CIRCLE,NABARANGPUR DIVISION,UMERKOTE RANGE,UMERKOTE BLOCK,TOHORA BEAT,
2026-02-08,13:59:52,SNPP,19.95716,82.5572,CHHATTISGARH,GARIABAND,RAIPUR CIRCLE,GARIYABAND DIVISION,DEVBHOG RANGE,DEVBHOG RANGE BLOCK,MAHULKOT BEAT,1265
2026-02-08,13:59:52,SNPP,19.95765,82.2571,ODISHA,NABARANGAPUR,KORAPUT CIRCLE,NABARANGPUR DIVISION,RAIGARH RANGE,RAIGARH BLOCK,HALDI BEAT,
2026-02-08,13:59:52,SNPP,19.96376,82.26091,ODISHA,NABARANGAPUR,KORAPUT CIRCLE,NABARANGPUR DIVISION,RAIGARH RANGE,RAIGARH BLOCK,HALDI BEAT,
2026-02-08,13:59:52,SNPP,19.98515,77.28596,MAHARASHTRA,WASHIM,YAVATMAL CIRCLE,WASHIM DIVISION,WASHIM RANGE,WASHIM ROUND,SHIRPUTI 2 BEAT,E87
2026-02-08,13:59:52,SNPP,20.03102,77.57777,MAHARASHTRA,WASHIM,YAVATMAL CIRCLE,WASHIM DIVISION,MANORA RANGE,SHENDONA ROUND,SHENDONA BEAT,152
2026-02-08,13:59:52,SNPP,20.03102,77.57777,MAHARASHTRA,WASHIM,NAGPUR REGION CIRCLE,YAVATMAL DIVISION,PUSAD RANGE,CHONDHI ROUND,CHONDHI BEAT,359
2026-02-08,13:59:52,SNPP,20.03102,77.57777,MAHARASHTRA,YAVATMAL,NAGPUR REGION CIRCLE,YAVATMAL DIVISION,PUSAD RANGE,CHONDHI ROUND,CHONDHI BEAT,359
2026-02-08,13:59:52,SNPP,20.03423,77.57696,MAHARASHTRA,WASHIM,YAVATMAL CIRCLE,WASHIM DIVISION,MANORA RANGE,SHENDONA ROUND,SHENDONA BEAT,152
2026-02-08,13:59:52,SNPP,20.03423,77.57696,MAHARASHTRA,WASHIM,NAGPUR REGION CIRCLE,YAVATMAL DIVISION,PUSAD RANGE,CHONDHI ROUND,CHONDHI BEAT,359
2026-02-08,13:59:52,SNPP,20.03423,77.57696,MAHARASHTRA,YAVATMAL,NAGPUR REGION CIRCLE,YAVATMAL DIVISION,PUSAD RANGE,CHONDHI ROUND,CHONDHI BEAT,359
2026-02-08,13:59:52,SNPP,20.03474,77.58101,MAHARASHTRA,WASHIM,YAVATMAL CIRCLE,WASHIM DIVISION,MANORA RANGE,SHENDONA ROUND,SHENDONA BEAT,152
2026-02-08,13:59:52,SNPP,20.03474,77.58101,MAHARASHTRA,WASHIM,YAVATMAL CIRCLE,WASHIM DIVISION,MANORA RANGE,SHENDONA ROUND,SHENDONA BEAT,153
2026-02-08,13:59:52,SNPP,20.04289,82.109,CHHATTISGARH,GARIABAND,RAIPUR CIRCLE,GARIYABAND DIVISION,TOURENGA RANGE,TOURENGA RANGE BLOCK,KHARTABEDA BEAT,1164
2026-02-08,13:59:52,SNPP,20.07097,82.16296,CHHATTISGARH,GARIABAND,RAIPUR CIRCLE,GARIYABAND DIVISION,TOURENGA RANGE,TOURENGA RANGE BLOCK,NAKBEL BEAT,1183
2026-02-08,13:59:52,SNPP,20.16282,80.11662,MAHARASHTRA,GADCHIROLI,GADCHIROLI CIRCLE,GADCHIROLI DIVISION,CHATGAON RANGE,CHATGAON ROUND,JAMBHALI NORTH BEAT,192
2026-02-08,13:59:52,SNPP,20.23744,72.81317,GUJARAT,VALSAD,VALSAD CIRCLE,VALSAD SOUTH FOREST DIVISION,SANJAN RANGE,KHATALVADA BLOCK,KHATALVADA BEAT,
2026-02-08,13:59:52,SNPP,20.31802,83.20333,ODISHA,BALANGIR,BHAWANIPATNA CIRCLE,BOLANGIR DIVISION,TITLAGARH RANGE,TITLAGARH BLOCK,BANJIJHAL BEAT,
2026-02-08,13:59:52,SNPP,20.42722,82.38844,CHHATTISGARH,GARIABAND,RAIPUR CIRCLE,GARIYABAND DIVISION,KULHADIGHAT RANGE,KULHADIGHAT RANGE BLOCK,AAMAMORA BEAT,834
2026-02-08,13:59:52,SNPP,20.42722,82.38844,CHHATTISGARH,GARIABAND,RAIPUR CIRCLE,GARIYABAND DIVISION,KULHADIGHAT RANGE,KULHADIGHAT RANGE BLOCK,KUKRAR BEAT,835
2026-02-08,13:59:52,SNPP,20.6729,80.43477,MAHARASHTRA,GADCHIROLI,GADCHIROLI CIRCLE,WADSA DIVISION,BEDGAON RANGE,BEDGAON ROUND,BEDGAON BEAT,485
2026-02-08,13:59:52,SNPP,20.6756,80.43537,MAHARASHTRA,GADCHIROLI,GADCHIROLI CIRCLE,WADSA DIVISION,BEDGAON RANGE,BEDGAON ROUND,BEDGAON BEAT,485
2026-02-08,13:59:52,SNPP,20.6756,80.43537,MAHARASHTRA,GADCHIROLI,GADCHIROLI CIRCLE,WADSA DIVISION,BEDGAON RANGE,BEDGAON ROUND,BEDGAON BEAT,486
2026-02-08,13:59:52,SNPP,20.84872,74.0381,MAHARASHTRA,DHULE,DHULE CIRCLE,DHULE DIVISION,PIMPALNER RANGE,DANGSHIRWADA ROUND,DHAMANDHAR BEAT,210
2026-02-08,13:59:52,SNPP,20.91651,77.81898,MAHARASHTRA,AMRAVATI,AMRAVATI CIRCLE,AMRAVATI DIVISION,AMRAVATI RANGE,WADALI ROUND,SOUTH WADALI BEAT,11
2026-02-08,13:59:52,SNPP,21.22195,70.57207,GUJARAT,JUNAGADH,JUNAGADH WL CIRCLE,GIR WEST DIVISION,DEDAKADI RANGE,KERAMBHA BLOCK,KADELI BEAT,
2026-02-08,13:59:52,SNPP,21.2751,75.44012,MAHARASHTRA,JALGAON,DHULE CIRCLE,YAWAL DIVISION,KARJANA RANGE,ADAVAD ROUND,UNAPADEV BEAT,197
2026-02-08,13:59:52,SNPP,21.29458,82.20758,CHHATTISGARH,MAHASAMUND,RAIPUR CIRCLE,MAHASAMUND DIVISION,MAHASAMUND RANGE,MAHASAMUND RANGE BLOCK,FUSERADIH BEAT,27
2026-02-08,13:59:52,SNPP,21.29458,82.20758,CHHATTISGARH,MAHASAMUND,RAIPUR CIRCLE,MAHASAMUND DIVISION,MAHASAMUND RANGE,MAHASAMUND RANGE BLOCK,LAHANGAR BEAT,26
2026-02-08,13:59:52,SNPP,21.29458,82.20758,CHHATTISGARH,MAHASAMUND,RAIPUR CIRCLE,MAHASAMUND DIVISION,RAYKERA RANGE,RAYKERA RANGE BLOCK,FUSHARA BEAT,805
2026-02-08,13:59:52,SNPP,21.30503,82.70002,CHHATTISGARH,MAHASAMUND,RAIPUR CIRCLE,MAHASAMUND DIVISION,PITHORA RANGE,PITHORA RANGE BLOCK,SANKARA BEAT,259
2026-02-08,13:59:52,SNPP,21.30817,82.69959,CHHATTISGARH,MAHASAMUND,RAIPUR CIRCLE,MAHASAMUND DIVISION,PITHORA RANGE,PITHORA RANGE BLOCK,SANKARA BEAT,259
2026-02-08,13:59:52,SNPP,21.32741,76.66937,MAHARASHTRA,AMRAVATI,AMRAVATI CIRCLE,MELGHAT TERRITORIAL DIVISION,SUSARDA RANGE,BARATANDA ROUND,TEMBRUKHEDA BEAT,1229
2026-02-08,13:59:52,SNPP,21.34421,75.50235,MAHARASHTRA,JALGAON,DHULE CIRCLE,YAWAL DIVISION,DEOZIRI RANGE,HANDYA KUNDYA ROUND,HANDYA KUNDYA BEAT,177
2026-02-08,13:59:52,SNPP,21.34421,75.50235,MAHARASHTRA,JALGAON,DHULE CIRCLE,YAWAL DIVISION,DEOZIRI RANGE,HANDYA KUNDYA ROUND,KARANJPANI BEAT,175
2026-02-08,13:59:52,SNPP,21.34421,75.50235,MAHARASHTRA,JALGAON,DHULE CIRCLE,YAWAL DIVISION,DEOZIRI RANGE,HANDYA KUNDYA ROUND,KARANJPANI BEAT,176
2026-02-08,13:59:52,SNPP,21.42875,77.13332,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,GUGAMAL DIVISION,TARUBANDA RANGE,TARUBANDA ROUND,EAST ADHAV BEAT,831
2026-02-08,13:59:52,SNPP,21.42875,77.13332,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,GUGAMAL DIVISION,TARUBANDA RANGE,TARUBANDA ROUND,EAST ADHAV BEAT,832
2026-02-08,13:59:52,SNPP,21.42875,77.13332,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,GUGAMAL DIVISION,TARUBANDA RANGE,TARUBANDA ROUND,RANGRAO BEAT,768
2026-02-08,13:59:52,SNPP,21.42921,77.13714,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,GUGAMAL DIVISION,TARUBANDA RANGE,TARUBANDA ROUND,EAST ADHAV BEAT,831
2026-02-08,13:59:52,SNPP,21.42921,77.13714,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,GUGAMAL DIVISION,TARUBANDA RANGE,TARUBANDA ROUND,EAST ADHAV BEAT,832
2026-02-08,13:59:52,SNPP,21.42921,77.13714,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,GUGAMAL DIVISION,TARUBANDA RANGE,TARUBANDA ROUND,RANGRAO BEAT,768
2026-02-08,13:59:52,SNPP,21.48305,77.30238,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,SEMADOH RANGE,SEMADOH ROUND,HALDUKHEDA BEAT,105
2026-02-08,13:59:52,SNPP,21.48305,77.30238,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,SEMADOH RANGE,SEMADOH ROUND,HALDUKHEDA BEAT,106
2026-02-08,13:59:52,SNPP,21.49003,77.28972,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,SEMADOH RANGE,SEMADOH ROUND,CHUNAGHANI BEAT,117
2026-02-08,13:59:52,SNPP,21.49003,77.28972,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,SEMADOH RANGE,SEMADOH ROUND,HALDUKHEDA BEAT,105
2026-02-08,13:59:52,SNPP,21.49037,77.28602,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,SEMADOH RANGE,SEMADOH ROUND,CHUNAGHANI BEAT,117
2026-02-08,13:59:52,SNPP,21.49037,77.28602,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,SEMADOH RANGE,SEMADOH ROUND,HALDUKHEDA BEAT,105
2026-02-08,13:59:52,SNPP,21.49084,77.29012,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,SEMADOH RANGE,SEMADOH ROUND,HALDUKHEDA BEAT,105
2026-02-08,13:59:52,SNPP,21.51986,76.45462,MADHYA PRADESH,BURHANPUR,KHANDWA CIRCLE,BURHANPUR DIVISION,NAVRA RANGE,NAVRA RANGE BLOCK,CHHANERA BEAT,253
2026-02-08,13:59:52,SNPP,21.51986,76.45462,MADHYA PRADESH,BURHANPUR,KHANDWA CIRCLE,BURHANPUR DIVISION,NAVRA RANGE,NAVRA RANGE BLOCK,SIWAL BEAT,248
2026-02-08,13:59:52,SNPP,21.6161,77.30332,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,RAIPUR RANGE,MAITHANBALLA ROUND,NORTH MADIZARAP BEAT,265
2026-02-08,13:59:52,SNPP,21.6161,77.30332,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,RAIPUR RANGE,NORTH RAIPUR ROUND,RAIPUR BEAT,262
2026-02-08,13:59:52,SNPP,21.6161,77.30332,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,RAIPUR RANGE,RETYAKHEDA ROUND,DOLARAM BEAT,263
2026-02-08,13:59:52,SNPP,21.6161,77.30332,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,RAIPUR RANGE,RETYAKHEDA ROUND,DOLARAM BEAT,264
2026-02-08,13:59:52,SNPP,21.61658,77.30744,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,RAIPUR RANGE,MAITHANBALLA ROUND,NORTH MADIZARAP BEAT,265
2026-02-08,13:59:52,SNPP,21.61658,77.30744,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,RAIPUR RANGE,RETYAKHEDA ROUND,DOLARAM BEAT,264
2026-02-08,13:59:52,SNPP,21.63071,78.9782,MADHYA PRADESH,CHHINDWARA,CHHINDWARA CIRCLE,SOUTH CHHINDWARA DIVISION,KANHAN RANGE,KANHAN RANGE BLOCK,TORNI BEAT,1577
2026-02-08,13:59:52,SNPP,21.63071,78.9782,MADHYA PRADESH,CHHINDWARA,CHHINDWARA CIRCLE,SOUTH CHHINDWARA DIVISION,KANHAN RANGE,KANHAN RANGE BLOCK,TORNI BEAT,1623
2026-02-08,13:59:52,SNPP,21.63774,77.09081,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,CHOURAKUND RANGE,RANGUBELI ROUND,NARSINGNALLA BEAT,590
2026-02-08,13:59:52,SNPP,21.63774,77.09081,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,CHOURAKUND RANGE,RANGUBELI ROUND,NARSINGNALLA BEAT,662
2026-02-08,13:59:52,SNPP,21.64188,77.09018,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,CHOURAKUND RANGE,RANGUBELI ROUND,NARSINGNALLA BEAT,590
2026-02-08,13:59:52,SNPP,21.64601,77.08955,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,CHOURAKUND RANGE,RANGUBELI ROUND,NARSINGNALLA BEAT,590
2026-02-08,13:59:52,SNPP,21.667,77.12361,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,CHOURAKUND RANGE,RANGUBELI ROUND,WEST KHAMDA BEAT,575
2026-02-08,13:59:52,SNPP,21.667,77.12361,MAHARASHTRA,AMRAVATI,MELGHAT TIGER RESERVE CIRCLE,SIPNA DIVISION,CHOURAKUND RANGE,RANGUBELI ROUND,WEST KUTANGA BEAT,577
2026-02-08,13:59:52,SNPP,21.7091,80.76261,CHHATTISGARH,KHAIRGARH CHHUIKHADAN GANDAI,DURG CIRCLE,KHAIRAGARH DIVISION,SALEWARA RANGE,SALEWARA RANGE BLOCK,CHOBHAR WEST BEAT,P172
2026-02-08,13:59:52,SNPP,21.73294,76.78415,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,KHALWA RANGE,KHALWA RANGE BLOCK,RICHDIKHEDA BEAT,783
2026-02-08,13:59:52,SNPP,21.81245,76.83196,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,WEST KALIBHIT RANGE,WEST KALIBHIT RANGE BLOCK,MOJWADI BEAT,923
2026-02-08,13:59:52,SNPP,21.84996,83.42407,CHHATTISGARH,RAIGARH,BILASPUR CIRCLE,RAIGARH DIVISION,RAIGARH RANGE,RAIGARH RANGE BLOCK,RENGALPALI BEAT,1015P
2026-02-08,13:59:52,SNPP,21.8562,83.42353,CHHATTISGARH,RAIGARH,BILASPUR CIRCLE,RAIGARH DIVISION,RAIGARH RANGE,RAIGARH RANGE BLOCK,RENGALPALI BEAT,1015P
2026-02-08,13:59:52,SNPP,21.88313,76.98203,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,EAST KALIBHIT RANGE,EAST KALIBHIT RANGE BLOCK,AONLIA BEAT,636
2026-02-08,13:59:52,SNPP,21.88313,76.98203,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,EAST KALIBHIT RANGE,EAST KALIBHIT RANGE BLOCK,ROSHNI BEAT,638
2026-02-08,13:59:52,SNPP,21.88492,76.98154,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,EAST KALIBHIT RANGE,EAST KALIBHIT RANGE BLOCK,AONLIA BEAT,636
2026-02-08,13:59:52,SNPP,21.88492,76.98154,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,EAST KALIBHIT RANGE,EAST KALIBHIT RANGE BLOCK,ROSHNI BEAT,638
2026-02-08,13:59:52,SNPP,21.88541,76.9855,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,EAST KALIBHIT RANGE,EAST KALIBHIT RANGE BLOCK,AONLIA BEAT,636
2026-02-08,13:59:52,SNPP,21.88541,76.9855,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,EAST KALIBHIT RANGE,EAST KALIBHIT RANGE BLOCK,ROSHNI BEAT,638
2026-02-08,13:59:52,SNPP,21.97159,76.31085,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,KHANDWA RANGE,KHANDWA RANGE BLOCK,E GAJWADA BEAT,22
2026-02-08,13:59:52,SNPP,21.97227,76.31631,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,KHANDWA RANGE,KHANDWA RANGE BLOCK,E GAJWADA BEAT,22
2026-02-08,13:59:52,SNPP,21.97227,76.31631,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,KHANDWA RANGE,KHANDWA RANGE BLOCK,E GAJWADA BEAT,24
2026-02-08,13:59:52,SNPP,21.97556,76.31033,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,KHANDWA RANGE,KHANDWA RANGE BLOCK,E GAJWADA BEAT,22
2026-02-08,13:59:52,SNPP,22.12563,80.86053,MADHYA PRADESH,BALAGHAT,KANHA TIGER RESERVE CIRCLE,KANHA NATIONAL PARK  BUFFER DIVISION,SAMNAPUR RANGE,SAMNAPUR RANGE BLOCK,SARAIPATERA PART 1 BEAT,201
2026-02-08,13:59:52,SNPP,22.12563,80.86053,MADHYA PRADESH,BALAGHAT,KANHA TIGER RESERVE CIRCLE,KANHA NATIONAL PARK  CORE DIVISION,BHAISANGHAT RANGE,BHAISANGHAT RANGE BLOCK,DUDHANIA BEAT,225
2026-02-08,13:59:52,SNPP,22.12563,80.86053,MADHYA PRADESH,BALAGHAT,KANHA TIGER RESERVE CIRCLE,KANHA NATIONAL PARK  CORE DIVISION,BHAISANGHAT RANGE,BHAISANGHAT RANGE BLOCK,JHOLAR BEAT,224
2026-02-08,13:59:52,SNPP,22.23507,84.06461,ODISHA,SUNDARGARH,ROURKELA CIRCLE,SUNDARGARH DIVISION,UJALPUR RANGE,UJALPUR BLOCK,BANKIBAHAL BEAT,
2026-02-08,13:59:52,SNPP,22.23966,82.53043,CHHATTISGARH,KORBA,BILASPUR CIRCLE,JANJGEER-CHAMPA DIVISION,BALODA RANGE,BALODA RANGE BLOCK,UDAYPUR BEAT,62
2026-02-08,13:59:52,SNPP,22.28547,76.54892,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,CHANDGARH RANGE,CHANDGARH RANGE BLOCK,N MATHNI BEAT,291
2026-02-08,13:59:52,SNPP,22.28547,76.54892,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,CHANDGARH RANGE,CHANDGARH RANGE BLOCK,W MATHNI BEAT,290
2026-02-08,13:59:52,SNPP,22.38075,78.00492,MADHYA PRADESH,HOSHANGABAD,SATPUDA TIGER RESERVE CIRCLE,SATPUDA TIGER RESERVE DIVISION,CHURNA BHAURA RANGE,CHURNA BHAURA RANGE BLOCK,PODAR BEAT,157
2026-02-08,13:59:52,SNPP,22.38127,78.00959,MADHYA PRADESH,HOSHANGABAD,SATPUDA TIGER RESERVE CIRCLE,SATPUDA TIGER RESERVE DIVISION,CHURNA BHAURA RANGE,CHURNA BHAURA RANGE BLOCK,PODAR BEAT,157
2026-02-08,13:59:52,SNPP,22.39651,76.51458,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,CHANDGARH RANGE,CHANDGARH RANGE BLOCK,NORTH KATARKUA BEAT,256
2026-02-08,13:59:52,SNPP,22.397,76.58809,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,CHANDGARH RANGE,CHANDGARH RANGE BLOCK,EAST SIRKIA BEAT,269
2026-02-08,13:59:52,SNPP,22.397,76.58809,MADHYA PRADESH,KHANDWA EAST NIMAR,KHANDWA CIRCLE,KHANDWA DIVISION,CHANDGARH RANGE,CHANDGARH RANGE BLOCK,EAST SIRKIA BEAT,270
2026-02-08,13:59:52,SNPP,22.43817,76.16766,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,UDAYNAGAR RANGE,UDAYNAGAR RANGE BLOCK,KANAAD S BEAT,651
2026-02-08,13:59:52,SNPP,22.43958,76.16983,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,UDAYNAGAR RANGE,UDAYNAGAR RANGE BLOCK,KANAAD S BEAT,650
2026-02-08,13:59:52,SNPP,22.43958,76.16983,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,UDAYNAGAR RANGE,UDAYNAGAR RANGE BLOCK,KANAAD S BEAT,651
2026-02-08,13:59:52,SNPP,22.44213,76.16708,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,UDAYNAGAR RANGE,UDAYNAGAR RANGE BLOCK,KANAAD S BEAT,650
2026-02-08,13:59:52,SNPP,22.44213,76.16708,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,UDAYNAGAR RANGE,UDAYNAGAR RANGE BLOCK,KANAAD S BEAT,651
2026-02-08,13:59:52,SNPP,22.44213,76.16708,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,UDAYNAGAR RANGE,UDAYNAGAR RANGE BLOCK,KANAAD W BEAT,652
2026-02-08,13:59:52,SNPP,22.48351,76.07808,MADHYA PRADESH,KHARGONE WEST NIMAR,KHANDWA CIRCLE,BARWAH DIVISION,KATKUT RANGE,KATKUT RANGE BLOCK,AKYA BEAT,170
2026-02-08,13:59:52,SNPP,22.48351,76.07808,MADHYA PRADESH,KHARGONE WEST NIMAR,KHANDWA CIRCLE,BARWAH DIVISION,KATKUT RANGE,KATKUT RANGE BLOCK,CHANDUPURA BEAT,174
2026-02-08,13:59:52,SNPP,22.4861,76.06666,MADHYA PRADESH,KHARGONE WEST NIMAR,KHANDWA CIRCLE,BARWAH DIVISION,KATKUT RANGE,KATKUT RANGE BLOCK,AKYA BEAT,170
2026-02-08,13:59:52,SNPP,22.49397,76.06546,MADHYA PRADESH,KHARGONE WEST NIMAR,KHANDWA CIRCLE,BARWAH DIVISION,KATKUT RANGE,KATKUT RANGE BLOCK,AKYA BEAT,169
2026-02-08,13:59:52,SNPP,22.49397,76.06546,MADHYA PRADESH,KHARGONE WEST NIMAR,KHANDWA CIRCLE,BARWAH DIVISION,KATKUT RANGE,KATKUT RANGE BLOCK,AKYA BEAT,170
2026-02-08,13:59:52,SNPP,22.56237,76.48755,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,KANTAPHOD RANGE,KANTAPHOD RANGE BLOCK,BERAGARH BEAT,474
2026-02-08,13:59:52,SNPP,22.57817,76.37644,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,BAGLI RANGE,BAGLI RANGE BLOCK,KOLUGHATTA BEAT,741
2026-02-08,13:59:52,SNPP,22.57817,76.37644,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,BAGLI RANGE,BAGLI RANGE BLOCK,PUNJAPURA BEAT,737
2026-02-08,13:59:52,SNPP,22.586,76.30539,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,PUNJAPURA RANGE,PUNJAPURA RANGE BLOCK,AMBAPANI BEAT,725
2026-02-08,13:59:52,SNPP,22.59586,76.18604,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,UDAYNAGAR RANGE,UDAYNAGAR RANGE BLOCK,DHOBGHATTA BEAT,694
2026-02-08,13:59:52,SNPP,22.59586,76.18604,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,UDAYNAGAR RANGE,UDAYNAGAR RANGE BLOCK,UDAYNAGAR BEAT,693
2026-02-08,13:59:52,SNPP,22.59586,76.18604,MADHYA PRADESH,INDORE,UJJAIN CIRCLE,DEWAS DIVISION,UDAYNAGAR RANGE,UDAYNAGAR RANGE BLOCK,DHOBGHATTA BEAT,694
2026-02-08,13:59:52,SNPP,22.59586,76.18604,MADHYA PRADESH,DEWAS,INDORE CIRCLE,INDORE DIVISION,INDORE RANGE,INDORE RANGE BLOCK,ANGAD BEAT,238
2026-02-08,13:59:52,SNPP,22.59586,76.18604,MADHYA PRADESH,INDORE,INDORE CIRCLE,INDORE DIVISION,INDORE RANGE,INDORE RANGE BLOCK,ANGAD BEAT,238
2026-02-08,13:59:52,SNPP,22.62451,76.38818,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,BAGLI RANGE,BAGLI RANGE BLOCK,BAGRANGGARH BEAT,818
2026-02-08,13:59:52,SNPP,22.62451,76.38818,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,BAGLI RANGE,BAGLI RANGE BLOCK,DANGRAKHEDA BEAT,817
2026-02-08,13:59:52,SNPP,22.70481,76.74358,MADHYA PRADESH,DEWAS,UJJAIN CIRCLE,DEWAS DIVISION,KANNOD RANGE,KANNOD RANGE BLOCK,SONKHEDI BEAT,276
